Wavelength,Contribution
566.0,0.14588003583020406
576.0,0.1451535332938122
556.0,0.14430203887163223
546.0,0.14242745037768553
536.0,0.14086511112377148
526.0,0.14029302295723223
516.0,0.14014741908072173
586.0,0.13889254827093553
506.0,0.1377114183249834
496.0,0.13028861997863955
596.0,0.1258366670053211
486.0,0.12058021812252334
706.0,-0.11440157873548357
696.0,-0.11165306610731095
476.0,0.11070496138709525
716.0,-0.10986816358195425
466.0,0.10781177510965952
726.0,-0.10603665608574497
606.0,0.10450562805794203
736.0,-0.10378793890389106
746.0,-0.10217575220865302
756.0,-0.10203125135140621
766.0,-0.10137734030989035
776.0,-0.10091933702267912
786.0,-0.1005220724313579
796.0,-0.10042149397812283
806.0,-0.09988852274371776
456.0,0.09889371596443877
816.0,-0.0988374503464602
826.0,-0.0978529884013127
836.0,-0.09619980813539371
846.0,-0.09452681418276991
856.0,-0.09284997877818668
866.0,-0.09164287115202711
876.0,-0.09034603813181208
886.0,-0.08890883733339533
896.0,-0.08803231045985263
906.0,-0.087208504867397
916.0,-0.08666620363447053
936.0,-0.08645338527887092
926.0,-0.08643175714806858
946.0,-0.08640405504301442
956.0,-0.08576075232704136
966.0,-0.08380388441659406
446.0,0.08366595536580955
976.0,-0.08253709742146706
986.0,-0.08157354593564028
996.0,-0.07957696302958756
1906.0,0.07930911332455115
1016.0,-0.07896888735787838
1006.0,-0.07891158268793731
1026.0,-0.07859598171632837
1036.0,-0.07840438426779596
1126.0,-0.07823240799954327
1116.0,-0.07814037580637571
1046.0,-0.078120886700014
1106.0,-0.07800626541144681
1096.0,-0.07777034271169607
1056.0,-0.07757245156789516
1086.0,-0.07736680287172736
1076.0,-0.0772886531681194
1066.0,-0.07719149608339926
1136.0,-0.0770930769390903
1916.0,0.07417444291599247
686.0,-0.07402667914984745
1146.0,-0.0738866957820229
616.0,0.07276946175356432
1936.0,0.07241093921509376
1926.0,0.07235274886707961
436.0,0.07226837120198121
1956.0,0.07215276097981714
1966.0,0.07179297090105848
1946.0,0.07169062983534323
1976.0,0.0712406159870535
1986.0,0.070959068342635
1156.0,-0.07039262582981357
1996.0,0.06876669008424172
1266.0,-0.0682562389827195
1166.0,-0.06801506928022764
2006.0,0.06797665285336627
1276.0,-0.06794201277911277
1256.0,-0.06790570176749318
1286.0,-0.06770260060187065
1246.0,-0.06751753757817418
1296.0,-0.06698735823576082
1236.0,-0.06688439102851404
2016.0,0.0667663352049793
1176.0,-0.06641813808682992
2026.0,0.0661086812257396
1226.0,-0.06593517154066642
1306.0,-0.06543720102174348
1186.0,-0.06519464843095399
1216.0,-0.06468636579114506
2036.0,0.06461509413138085
1196.0,-0.06441262748596994
1206.0,-0.06408452165974811
2046.0,0.06386081627492078
1316.0,-0.06307286917684396
2056.0,0.06255504118490196
2066.0,0.0624537835571248
2426.0,0.06241583301825851
2446.0,0.06183705948085778
2076.0,0.06144010168366954
426.0,0.06075095196063498
2436.0,0.06072537288420672
2396.0,0.060157908287850344
2086.0,0.05973819366729713
2466.0,0.0596704763002221
1326.0,-0.05964764006232772
2366.0,0.05950679712298575
2376.0,0.05937680569620909
2416.0,0.059270444376508274
2456.0,0.05908183795829025
2386.0,0.05892744669178611
2096.0,0.058926072430153936
2476.0,0.05862126998049076
2106.0,0.058544699668537724
2406.0,0.05828146271059822
2336.0,0.05798428971469038
2356.0,0.05787982070779646
2116.0,0.05772873172153912
2486.0,0.05752314178637899
2346.0,0.05742591732231973
2496.0,0.05715367155147964
2326.0,0.05661968597842184
2316.0,0.05599679367431084
2306.0,0.05582073960770923
1336.0,-0.05567726957033346
2126.0,0.05554351610328497
2136.0,0.054376891763515456
2506.0,0.05307632611568831
2146.0,0.052925966540312945
2296.0,0.05233471695057183
2286.0,0.05204087933747244
1346.0,-0.05168796560655056
2276.0,0.05093372543717486
2156.0,0.05027697469488604
416.0,0.04941971523729621
2166.0,0.04840708013001226
2266.0,0.04819899479514923
1356.0,-0.04785592900063412
2176.0,0.047067031804150915
2256.0,0.04620546209510802
2246.0,0.04496218284517396
2186.0,0.04440956736459777
1366.0,-0.04397118430644434
356.0,-0.043899916349034354
2196.0,0.042831506687037044
2206.0,0.04265407900729712
676.0,-0.042154878001402954
2216.0,0.04209336626995086
2236.0,0.04194555656260623
2226.0,0.041582808889752375
666.0,-0.03915295341478589
1376.0,-0.0371791996676143
366.0,-0.03662822226701364
406.0,0.03542990821476272
626.0,0.03246409893296811
656.0,-0.030422133036868294
1456.0,0.028631944935316248
1446.0,0.028358689124094054
1466.0,0.028056404223447032
1436.0,0.027363662754294898
1896.0,0.026336535579855783
1476.0,0.02573829162877468
1386.0,-0.025179987813515332
376.0,-0.024874071926433004
1426.0,0.02469044260398288
1486.0,0.02179315937491
1886.0,0.021313970059088937
1666.0,-0.019400759435385138
1676.0,-0.01939989667069004
1656.0,-0.01896841519251727
1416.0,0.018785079853985358
1686.0,-0.01853917377094032
1646.0,-0.01768364293528212
1696.0,-0.017517130896913286
1496.0,0.016805076965563107
1636.0,-0.01601457116602658
1706.0,-0.015952437197444286
1506.0,0.014544495746411
1626.0,-0.014330975623187468
1716.0,-0.014114319460508336
1616.0,-0.01249153096030561
1516.0,0.01242361316565994
1726.0,-0.012236342261959101
1736.0,-0.011476694933589934
1876.0,0.011186508595708869
646.0,-0.010945242788123127
1606.0,-0.010942660149024229
1746.0,-0.010696939097045763
396.0,0.010148149484510177
1526.0,0.009555743822776946
1756.0,-0.009158460400656912
1596.0,-0.008874264738427068
1406.0,0.00802557099153408
1766.0,-0.008007910180795235
386.0,-0.00789448397087566
1826.0,-0.007752200977959483
1396.0,-0.007701257835788944
1776.0,-0.007525864272372637
1816.0,-0.007450122678092859
1806.0,-0.007267874476635542
1836.0,-0.007142348730445295
1586.0,-0.006873032595916183
1536.0,0.006797453905994177
1786.0,-0.006790129693697796
1796.0,-0.006787212943118605
1866.0,0.006151672630857702
1576.0,-0.004557549986093643
1846.0,-0.004450072955592082
1546.0,0.0038016223286283218
1566.0,-0.0019457504623393725
1856.0,0.0016924125901639903
636.0,-0.0009838514660446217
1556.0,0.0008591863064655314
